DATE,Home_Price_Index,Interest_Rate,Unemployment_Rate,Inflation_CPI,Building_Permits,Consumer_Sentiment,Housing_Starts,US_Population,Mortgage_Rate,Median_Income,Interest_Rate_lag1,Unemployment_Rate_lag1,Inflation_CPI_lag1,Mortgage_Rate_lag1,Unemployment_Rate_roll3,Consumer_Sentiment_roll3,Income_to_Mortgage_Ratio,Income_to_Unemployment_Ratio,Permit_to_Population_Ratio,CPI_to_Interest_Rate,HPI_lag1,HPI_lag3,Home_Price_Index_Smoothed,Income_pct_change,Unemployment_pct_change,HPI_pct_change
2005-06-01,171.192,3.04,5.0,193.7,2178,96.0,2068,295824,5.582,36390.0,3.0,5.1,193.6,5.72,5.1000000000000005,90.2,6519.168756718022,7278.0,0.007362485802368976,63.71710526315789,169.352,165.81400000000002,169.34900000000002,0.0,-0.019607843137254832,0.010864944021918843
2005-07-01,172.861,3.26,5.0,194.9,2203,96.5,2054,296077,5.695,36390.0,3.04,5.0,193.7,5.582,5.033333333333334,93.13333333333334,6389.815627743635,7278.0,0.00744063199775734,59.785276073619634,171.192,167.503,171.135,0.0,0.0,0.009749287349876123
2005-08-01,174.44299999999998,3.5,4.9,196.1,2219,89.1,2095,296338,5.82,36390.0,3.26,5.0,194.9,5.695,4.966666666666666,93.86666666666666,6252.577319587628,7426.530612244897,0.0074880710539991496,56.028571428571425,172.861,169.352,172.832,0.0,-0.019999999999999907,0.009151861900602132
2005-09-01,176.43900000000002,3.62,5.0,198.8,2263,76.9,2151,296606,5.774,36390.0,3.5,4.9,196.1,5.82,4.966666666666666,87.5,6302.3900242466225,7278.0,0.007629650108224378,54.91712707182321,174.44299999999998,171.192,174.581,0.0,0.020408163265306145,0.011442132960336915
2005-10-01,178.028,3.78,5.0,199.1,2170,74.2,2065,296857,6.065,36390.0,3.62,5.0,198.8,5.774,4.966666666666666,80.06666666666666,6000.0,7278.0,0.007309916896013906,52.67195767195767,176.43900000000002,172.861,176.3033333333333,0.0,0.0,0.009005945397559278
2005-11-01,179.68200000000002,4.0,5.0,198.1,2218,81.6,2147,297089,6.33,36390.0,3.78,5.0,199.1,6.065,5.0,77.56666666666668,5748.815165876777,7278.0,0.007465776248868184,49.525,178.028,174.44299999999998,178.04966666666667,0.0,0.0,0.009290673377221781
2005-12-01,180.911,4.16,4.9,198.1,2120,91.5,1994,297311,6.272,36390.0,4.0,5.0,198.1,6.33,4.966666666666668,82.43333333333334,5801.977040816327,7426.530612244897,0.007130580435974451,47.62019230769231,179.68200000000002,176.43900000000002,179.54033333333334,0.0,-0.019999999999999907,0.006839861533152858
2006-01-01,182.321,4.29,4.7,199.3,2212,91.2,2273,297526,6.145,37500.0,4.16,4.9,198.1,6.272,4.866666666666667,88.10000000000001,6102.522375915379,7978.723404255319,0.007434644367214966,46.45687645687646,180.911,178.028,180.97133333333332,0.030502885408079106,-0.04081632653061229,0.007793887602191019
2006-02-01,183.288,4.49,4.8,199.4,2141,86.7,2119,297734,6.2525,37500.0,4.29,4.7,199.3,6.145,4.800000000000001,89.8,5997.600959616153,7812.5,0.007190982554897996,44.4097995545657,182.321,179.68200000000002,182.17333333333332,0.0,0.02127659574468077,0.005303832251907448
2006-03-01,184.365,4.59,4.7,199.7,2118,88.9,1969,297950,6.324,37500.0,4.49,4.8,199.4,6.2525,4.733333333333333,88.93333333333334,5929.791271347249,7978.723404255319,0.0071085752643060916,43.507625272331154,183.288,180.911,183.32466666666667,0.0,-0.02083333333333326,0.005875998428702456
2006-04-01,184.329,4.79,4.7,200.7,1998,87.4,1821,298170,6.5075,37500.0,4.59,4.7,199.7,6.324,4.733333333333333,87.66666666666667,5762.581636573184,7978.723404255319,0.006700875339571385,41.89979123173278,184.365,182.321,183.994,0.0,0.0,-0.0001952648279228697
2006-05-01,184.155,4.94,4.6,201.3,1905,79.1,1942,298401,6.5975,37500.0,4.79,4.7,200.7,6.5075,4.666666666666667,85.13333333333334,5683.97120121258,8152.173913043479,0.0063840268631807535,40.74898785425101,184.329,183.288,184.28300000000002,0.0,-0.021276595744680993,-0.0009439643246587082
2006-06-01,183.507,4.99,4.6,201.8,1867,84.9,1802,298653,6.6819999999999995,37500.0,4.94,4.6,201.3,6.5975,4.633333333333333,83.8,5612.092187967674,8152.173913043479,0.006251402128892059,40.44088176352705,184.155,184.365,183.99699999999999,0.0,0.0,-0.0035187749450190653
2006-07-01,183.066,5.24,4.7,202.9,1763,84.7,1737,298910,6.7625,37500.0,4.99,4.6,201.8,6.6819999999999995,4.633333333333334,82.89999999999999,5545.286506469501,7978.723404255319,0.0058980964169817,38.721374045801525,183.507,184.329,183.57600000000002,0.0,0.021739130434782705,-0.002403178080400248
2006-08-01,182.593,5.25,4.7,203.8,1722,82.0,1650,299178,6.523999999999999,37500.0,5.24,4.7,202.9,6.7625,4.666666666666667,83.86666666666667,5748.007357449418,7978.723404255319,0.0057557708120249485,38.81904761904762,183.066,184.155,183.05533333333335,0.0,0.0,-0.0025837676029411005
2006-09-01,182.797,5.25,4.5,202.8,1655,85.4,1720,299452,6.4025,37500.0,5.25,4.7,203.8,6.523999999999999,4.633333333333333,84.03333333333335,5857.087075361187,8333.333333333334,0.005526762218986682,38.62857142857143,182.593,183.507,182.81866666666664,0.0,-0.042553191489361764,0.0011172388864852945
2006-10-01,183.197,5.25,4.4,201.9,1570,93.6,1491,299710,6.3575,37500.0,5.25,4.5,202.8,6.4025,4.533333333333334,87.0,5898.545025560362,8522.727272727272,0.0052383971172133064,38.457142857142856,182.797,183.066,182.86233333333334,0.0,-0.022222222222222143,0.0021882197191420705
2006-11-01,183.607,5.25,4.5,202.0,1535,92.1,1570,299950,6.24,37500.0,5.25,4.4,201.9,6.3575,4.466666666666668,90.36666666666667,6009.615384615385,8333.333333333334,0.005117519586597766,38.476190476190474,183.197,182.593,183.20033333333333,0.0,0.022727272727272707,0.0022380279153042526
2006-12-01,184.139,5.24,4.4,203.1,1638,91.7,1649,300178,6.135,37500.0,5.25,4.5,202.0,6.24,4.433333333333334,92.46666666666665,6112.469437652812,8522.727272727272,0.00545676232102286,38.75954198473282,183.607,182.797,183.64766666666665,0.0,-0.022222222222222143,0.00289749301497233
2007-01-01,184.517,5.25,4.6,203.437,1626,96.9,1409,300398,6.2175,37740.0,5.24,4.4,203.1,6.135,4.5,93.56666666666668,6069.963811821472,8204.347826086958,0.005412818993468665,38.749904761904766,184.139,183.197,184.08766666666668,0.006399999999999961,0.04545454545454519,0.0020527970717771904
2007-02-01,184.599,5.26,4.5,204.226,1598,91.3,1480,300608,6.285,37740.0,5.25,4.6,203.437,6.2175,4.5,93.3,6004.773269689737,8386.666666666666,0.005315893123270172,38.82623574144487,184.517,183.607,184.41833333333332,0.0,-0.021739130434782483,0.00044440349669683243
2007-03-01,184.15,5.26,4.4,205.288,1596,88.4,1495,300823,6.156000000000001,37740.0,5.26,4.5,204.226,6.285,4.5,92.2,6130.604288499025,8577.272727272726,0.005305445394800264,39.02813688212928,184.599,184.139,184.42200000000003,0.0,-0.022222222222222143,-0.002432299199887189
2007-04-01,183.01,5.25,4.5,205.904,1470,87.1,1490,301045,6.18,37740.0,5.26,4.4,205.288,6.156000000000001,4.466666666666666,88.93333333333334,6106.796116504855,8386.666666666666,0.004882990914979488,39.21980952380952,184.15,184.517,183.91966666666667,0.0,0.022727272727272707,-0.006190605484659328
